# BLASTP 2.11.0+
# Query: NP_861501.1 CYTB [organism=Chrysochloris asiatica] [GeneID=1467809]
# Database: 311790_blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % query coverage per subject
# 19 hits found
NP_861501.1	NP_861501.1	100.000	379	0	0	1	379	1	379	0.0	759	100
NP_861501.1	YP_001661445.1	95.778	379	16	0	1	379	1	379	0.0	708	100
NP_861501.1	NP_861514.1	86.280	379	52	0	1	379	1	379	0.0	661	100
NP_861501.1	NP_008587.1	88.918	379	42	0	1	379	1	379	0.0	654	100
NP_861501.1	NP_659312.1	84.921	378	57	0	1	378	1	378	0.0	650	99
NP_861501.1	NP_072069.1	83.377	379	63	0	1	379	1	379	0.0	642	100
NP_861501.1	YP_009577694.1	87.335	379	48	0	1	379	1	379	0.0	639	100
NP_861501.1	NP_536770.1	85.752	379	54	0	1	379	1	379	0.0	628	100
NP_861501.1	NP_861488.1	82.540	378	66	0	1	378	1	378	0.0	624	99
NP_861501.1	YP_009546802.1	85.224	379	56	0	1	379	1	379	0.0	623	100
NP_861501.1	YP_001661393.1	83.641	379	62	0	1	379	1	379	0.0	620	100
NP_861501.1	YP_001661380.1	80.952	378	72	0	1	378	1	378	0.0	618	99
NP_861501.1	YP_007626835.1	78.042	378	83	0	1	378	1	378	0.0	589	99
NP_861501.1	YP_009389998.1	77.778	378	84	0	1	378	1	378	0.0	588	99
NP_861501.1	YP_004464997.1	78.042	378	83	0	1	378	1	378	0.0	576	99
NP_861501.1	YP_398766.1	78.042	378	83	0	1	378	1	378	0.0	576	99
NP_861501.1	YP_626379.1	77.249	378	86	0	1	378	1	378	0.0	574	99
NP_861501.1	YP_009423876.1	76.720	378	88	0	1	378	1	378	0.0	574	99
NP_861501.1	NP_009291.1	78.042	378	83	0	1	378	1	378	0.0	564	99
# BLASTP 2.11.0+
# Query: NP_861514.1 CYTB [organism=Elephantulus sp. VB001] [GeneID=1482854]
# Database: 311790_blastdb
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % query coverage per subject
# 19 hits found
NP_861514.1	NP_861514.1	100.000	379	0	0	1	379	1	379	0.0	759	100
NP_861514.1	NP_659312.1	88.624	378	43	0	1	378	1	378	0.0	675	99
NP_861514.1	YP_009577694.1	92.084	379	30	0	1	379	1	379	0.0	669	100
NP_861514.1	NP_861501.1	86.280	379	52	0	1	379	1	379	0.0	662	100
NP_861514.1	YP_001661445.1	85.752	379	54	0	1	379	1	379	0.0	659	100
NP_861514.1	NP_008587.1	87.599	379	47	0	1	379	1	379	0.0	655	100
NP_861514.1	NP_072069.1	82.850	379	65	0	1	379	1	379	0.0	650	100
NP_861514.1	NP_861488.1	84.127	378	60	0	1	378	1	378	0.0	642	99
NP_861514.1	NP_536770.1	84.433	379	59	0	1	379	1	379	0.0	638	100
NP_861514.1	YP_001661380.1	82.804	378	65	0	1	378	1	378	0.0	637	99
NP_861514.1	YP_001661393.1	83.113	379	64	0	1	379	1	379	0.0	631	100
NP_861514.1	YP_009546802.1	83.377	379	63	0	1	379	1	379	0.0	628	100
NP_861514.1	YP_007626835.1	78.836	378	80	0	1	378	1	378	0.0	612	99
NP_861514.1	YP_009389998.1	78.571	378	81	0	1	378	1	378	0.0	610	99
NP_861514.1	YP_009423876.1	78.307	378	82	0	1	378	1	378	0.0	600	99
NP_861514.1	YP_626379.1	78.307	378	82	0	1	378	1	378	0.0	595	99
