YP_009751179.1	YP_009751179.1	100.000	380	0	0	1	380	1	380	0.0	758
YP_009751179.1	YP_009726151.1	95.000	380	19	0	1	380	1	380	0.0	711
YP_009751179.1	YP_009739765.1	95.263	380	18	0	1	380	1	380	0.0	711
YP_009751179.1	YP_009139039.1	93.947	380	23	0	1	380	1	380	0.0	687
YP_009751179.1	YP_002836164.1	91.316	380	33	0	1	380	1	380	0.0	684
YP_009751179.1	YP_009128912.1	90.263	380	37	0	1	380	1	380	0.0	682
YP_009751179.1	YP_003457267.1	92.895	380	27	0	1	380	1	380	0.0	681
YP_009751179.1	YP_009239175.1	90.000	380	38	0	1	380	1	380	0.0	681
YP_009751179.1	YP_003264314.1	90.789	380	35	0	1	380	1	380	0.0	681
YP_009751179.1	YP_003856744.1	90.000	380	38	0	1	380	1	380	0.0	649
YP_009751179.1	YP_003856718.1	90.000	380	38	0	1	380	1	380	0.0	647
YP_009751179.1	YP_025933.1	84.656	378	58	0	1	378	1	378	0.0	635
YP_009751179.1	YP_009651734.1	78.836	378	80	0	1	378	1	378	0.0	613
YP_009751179.1	YP_187587.1	77.513	378	85	0	1	378	1	378	0.0	607
YP_009751179.1	NP_008165.2	78.307	378	82	0	1	378	1	378	0.0	606
YP_009751179.1	YP_187574.1	79.894	378	76	0	1	378	1	378	0.0	605
YP_009751179.1	YP_009558636.1	77.895	380	84	0	1	380	1	380	0.0	602
YP_009751179.1	YP_492678.1	78.042	378	83	0	1	378	1	378	0.0	601
YP_009751179.1	YP_009344354.1	76.455	378	89	0	1	378	1	378	0.0	601
YP_009751179.1	YP_003457228.1	77.513	378	85	0	1	378	1	378	0.0	600
YP_009751179.1	YP_009487510.1	78.042	378	83	0	1	378	1	378	0.0	600
YP_009751179.1	YP_009344328.1	77.513	378	85	0	1	378	1	378	0.0	599
YP_009751179.1	YP_009369639.1	77.513	378	85	0	1	378	1	378	0.0	599
YP_009751179.1	YP_009369665.1	77.249	378	86	0	1	378	1	378	0.0	599
YP_009751179.1	YP_009019309.1	77.249	378	86	0	1	378	1	378	0.0	598
YP_009751179.1	YP_009110248.1	78.571	378	81	0	1	378	1	378	0.0	598
YP_009751179.1	YP_001527864.1	77.778	378	84	0	1	378	1	378	0.0	597
YP_009751179.1	YP_001527851.1	77.778	378	84	0	1	378	1	378	0.0	597
YP_009751179.1	YP_009115786.1	77.249	378	86	0	1	378	1	378	0.0	597
YP_009751179.1	YP_009034256.1	76.984	378	87	0	1	378	1	378	0.0	596
YP_009751179.1	YP_187600.1	79.101	378	79	0	1	378	1	378	0.0	596
YP_009751179.1	YP_009019296.1	76.720	378	88	0	1	378	1	378	0.0	595
YP_009751179.1	YP_009369678.1	76.984	378	87	0	1	378	1	378	0.0	595
YP_009751179.1	YP_492665.1	76.720	378	88	0	1	378	1	378	0.0	594
YP_009751179.1	YP_008994261.1	76.455	378	89	0	1	378	1	378	0.0	594
YP_009751179.1	YP_009019270.1	76.720	378	88	0	1	378	1	378	0.0	594
YP_009751179.1	YP_009493368.1	77.719	377	84	0	1	377	1	377	0.0	594
YP_009751179.1	YP_009019257.1	76.455	378	89	0	1	378	1	378	0.0	593
YP_009751179.1	YP_009369652.1	76.455	378	89	0	1	378	1	378	0.0	593
YP_009751179.1	YP_009019283.1	76.720	378	88	0	1	378	1	378	0.0	593
YP_009751179.1	YP_009331777.1	76.455	378	89	0	1	378	1	378	0.0	593
YP_009751179.1	YP_007626991.1	76.190	378	90	0	1	378	1	378	0.0	591
YP_009751179.1	YP_009344341.1	76.720	378	88	0	1	378	1	378	0.0	590
YP_009751179.1	YP_009138169.1	76.984	378	87	0	1	378	1	378	0.0	586
YP_009751179.1	YP_009574724.1	77.249	378	86	0	1	378	1	378	0.0	584
YP_009751179.1	YP_009343967.1	78.571	378	81	0	1	378	1	378	0.0	582
YP_009751179.1	YP_009343954.1	77.778	378	84	0	1	378	1	378	0.0	581
YP_009751179.1	NP_006977.1	74.603	378	96	0	1	378	1	378	0.0	572
YP_009751179.1	NP_008133.1	73.545	378	100	0	1	378	1	378	0.0	571
YP_009751179.1	YP_009730378.1	74.667	375	95	0	1	375	1	375	0.0	570
YP_009751179.1	NP_007354.1	74.339	378	97	0	1	378	1	378	0.0	565
YP_009751179.1	NP_008380.1	74.933	375	94	0	1	375	1	375	0.0	561
YP_009751179.1	YP_448764.1	72.267	375	104	0	1	375	1	375	0.0	561
YP_009751179.1	YP_009545856.1	73.867	375	98	0	1	375	1	375	0.0	557
YP_009751179.1	YP_009651562.1	69.415	376	115	0	1	376	1	376	0.0	557
YP_009751179.1	insertionB	72.308	390	96	1	1	378	1	390	0.0	556
YP_009751179.1	YP_009545841.1	69.705	373	113	0	4	376	3	375	0.0	556
YP_009751179.1	YP_009700158.1	72.944	377	102	0	1	377	1	377	0.0	555
YP_009751179.1	YP_009545869.1	72.944	377	102	0	1	377	1	377	0.0	555
YP_009751179.1	YP_001905910.1	73.475	377	100	0	1	377	1	377	0.0	553
YP_009751179.1	YP_025948.1	72.679	377	103	0	1	377	1	377	0.0	550
YP_009751179.1	YP_009730188.1	73.925	372	97	0	5	376	4	375	0.0	544
YP_009751179.1	deletionA	70.106	378	95	2	1	378	1	360	0.0	543
YP_009751179.1	YP_001905921.1	72.000	375	105	0	1	375	1	375	0.0	542
YP_009751179.1	YP_003457162.1	70.856	374	109	0	4	377	4	377	0.0	537
YP_009751179.1	YP_009680571.1	71.390	374	107	0	4	377	3	376	0.0	537
YP_009751179.1	YP_448751.1	70.000	380	114	0	1	380	1	380	0.0	537
YP_009751179.1	YP_003457135.1	71.809	376	106	0	1	376	1	376	0.0	537
YP_009751179.1	truncatedA	75.429	350	86	0	1	350	1	350	0.0	535
YP_009751179.1	YP_009730175.1	72.654	373	102	0	5	377	4	376	0.0	533
YP_009751179.1	YP_009545825.1	70.292	377	112	0	1	377	1	377	0.0	533
YP_009751179.1	YP_009730149.1	71.733	375	106	0	3	377	2	376	0.0	531
YP_009751179.1	YP_003457187.1	69.231	377	116	0	1	377	1	377	0.0	531
YP_009751179.1	YP_009542029.1	74.801	377	95	0	1	377	1	377	0.0	527
YP_009751179.1	YP_008994253.1	70.241	373	111	0	4	376	3	375	0.0	523
YP_009751179.1	YP_009732650.1	71.011	376	109	0	4	379	3	378	0.0	521
YP_009751179.1	YP_009730162.1	72.149	377	105	0	1	377	1	377	0.0	519
YP_009751179.1	truncatedBleftM	76.036	338	81	0	13	350	3	340	0.0	516
YP_009751179.1	YP_009545833.1	69.761	377	114	0	1	377	1	377	0.0	515
YP_009751179.1	NP_957765.2	71.159	371	107	0	5	375	4	374	0.0	514
YP_009751179.1	YP_009545883.1	70.133	375	112	0	1	375	1	375	0.0	509
YP_009751179.1	truncatedCnewM	76.435	331	78	0	20	350	1	331	0.0	507
YP_009751179.1	YP_009545804.1	67.989	378	121	0	1	378	1	378	8.57e-175	484
YP_009739765.1	YP_009739765.1	100.000	380	0	0	1	380	1	380	0.0	756
YP_009739765.1	YP_009726151.1	97.895	380	8	0	1	380	1	380	0.0	748
YP_009739765.1	YP_009751179.1	95.263	380	18	0	1	380	1	380	0.0	711
YP_009739765.1	YP_002836164.1	92.105	380	30	0	1	380	1	380	0.0	690
YP_009739765.1	YP_009128912.1	90.789	380	35	0	1	380	1	380	0.0	689
YP_009739765.1	YP_009139039.1	95.263	380	18	0	1	380	1	380	0.0	688
YP_009739765.1	YP_003264314.1	91.579	380	32	0	1	380	1	380	0.0	688
YP_009739765.1	YP_009239175.1	90.789	380	35	0	1	380	1	380	0.0	688
YP_009739765.1	YP_003457267.1	92.368	380	29	0	1	380	1	380	0.0	678
YP_009739765.1	YP_003856744.1	90.000	380	38	0	1	380	1	380	0.0	649
YP_009739765.1	YP_003856718.1	90.000	380	38	0	1	380	1	380	0.0	647
YP_009739765.1	YP_025933.1	85.714	378	54	0	1	378	1	378	0.0	640
